"long"	"lat"	"order"	"hole"	"piece"	"id"	"group"	"cod_dpto"	"dpto"	"mpio"
"215"	-74.4213028	3.81020093	121080	FALSE	"1"	"568"	"568.1"	"14"	"Cundinamarca"	"Bogotá D.C."
"216"	-74.4068985	3.83379889	121081	FALSE	"1"	"568"	"568.1"	"14"	"Cundinamarca"	"Bogotá D.C."
"217"	-74.39250183	3.86319995	121082	FALSE	"1"	"568"	"568.1"	"14"	"Cundinamarca"	"Bogotá D.C."
"218"	-74.38439941	3.88170004	121083	FALSE	"1"	"568"	"568.1"	"14"	"Cundinamarca"	"Bogotá D.C."
"219"	-74.38040161	3.9052999	121084	FALSE	"1"	"568"	"568.1"	"14"	"Cundinamarca"	"Bogotá D.C."
"220"	-74.37930298	3.92900109	121085	FALSE	"1"	"568"	"568.1"	"14"	"Cundinamarca"	"Bogotá D.C."
"221"	-74.38210297	3.94869995	121086	FALSE	"1"	"568"	"568.1"	"14"	"Cundinamarca"	"Bogotá D.C."
"222"	-74.38619995	3.97059989	121087	FALSE	"1"	"568"	"568.1"	"14"	"Cundinamarca"	"Bogotá D.C."
"223"	-74.39489746	3.99259996	121088	FALSE	"1"	"568"	"568.1"	"14"	"Cundinamarca"	"Bogotá D.C."
"224"	-74.40119934	4.00299978	121089	FALSE	"1"	"568"	"568.1"	"14"	"Cundinamarca"	"Bogotá D.C."
"225"	-74.40180206	4.00880003	121090	FALSE	"1"	"568"	"568.1"	"14"	"Cundinamarca"	"Bogotá D.C."
"226"	-74.40470123	4.01690006	121091	FALSE	"1"	"568"	"568.1"	"14"	"Cundinamarca"	"Bogotá D.C."
"227"	-74.41100311	4.02680111	121092	FALSE	"1"	"568"	"568.1"	"14"	"Cundinamarca"	"Bogotá D.C."
"228"	-74.41449738	4.03539991	121093	FALSE	"1"	"568"	"568.1"	"14"	"Cundinamarca"	"Bogotá D.C."
"229"	-74.41159821	4.04180002	121094	FALSE	"1"	"568"	"568.1"	"14"	"Cundinamarca"	"Bogotá D.C."
"230"	-74.40529633	4.04580021	121095	FALSE	"1"	"568"	"568.1"	"14"	"Cundinamarca"	"Bogotá D.C."
"231"	-74.40070343	4.0532999	121096	FALSE	"1"	"568"	"568.1"	"14"	"Cundinamarca"	"Bogotá D.C."
"232"	-74.39600372	4.05900097	121097	FALSE	"1"	"568"	"568.1"	"14"	"Cundinamarca"	"Bogotá D.C."
"233"	-74.39199829	4.06829882	121098	FALSE	"1"	"568"	"568.1"	"14"	"Cundinamarca"	"Bogotá D.C."
"234"	-74.38800049	4.07460117	121099	FALSE	"1"	"568"	"568.1"	"14"	"Cundinamarca"	"Bogotá D.C."
"235"	-74.38339996	4.08319998	121100	FALSE	"1"	"568"	"568.1"	"14"	"Cundinamarca"	"Bogotá D.C."
"236"	-74.37010193	4.08430099	121101	FALSE	"1"	"568"	"568.1"	"14"	"Cundinamarca"	"Bogotá D.C."
"237"	-74.35630035	4.08490086	121102	FALSE	"1"	"568"	"568.1"	"14"	"Cundinamarca"	"Bogotá D.C."
"238"	-74.34880066	4.08479977	121103	FALSE	"1"	"568"	"568.1"	"14"	"Cundinamarca"	"Bogotá D.C."
"239"	-74.3423996	4.08420086	121104	FALSE	"1"	"568"	"568.1"	"14"	"Cundinamarca"	"Bogotá D.C."
"240"	-74.3309021	4.08420086	121105	FALSE	"1"	"568"	"568.1"	"14"	"Cundinamarca"	"Bogotá D.C."
"241"	-74.31479645	4.0875988	121106	FALSE	"1"	"568"	"568.1"	"14"	"Cundinamarca"	"Bogotá D.C."
"242"	-74.30609894	4.09040022	121107	FALSE	"1"	"568"	"568.1"	"14"	"Cundinamarca"	"Bogotá D.C."
"243"	-74.30039978	4.09499979	121108	FALSE	"1"	"568"	"568.1"	"14"	"Cundinamarca"	"Bogotá D.C."
"244"	-74.29350281	4.10080004	121109	FALSE	"1"	"568"	"568.1"	"14"	"Cundinamarca"	"Bogotá D.C."
"245"	-74.27909851	4.10709906	121110	FALSE	"1"	"568"	"568.1"	"14"	"Cundinamarca"	"Bogotá D.C."
"246"	-74.27559662	4.10709906	121111	FALSE	"1"	"568"	"568.1"	"14"	"Cundinamarca"	"Bogotá D.C."
"247"	-74.26809692	4.11219978	121112	FALSE	"1"	"568"	"568.1"	"14"	"Cundinamarca"	"Bogotá D.C."
"248"	-74.2664032	4.13070011	121113	FALSE	"1"	"568"	"568.1"	"14"	"Cundinamarca"	"Bogotá D.C."
"249"	-74.26059723	4.14680004	121114	FALSE	"1"	"568"	"568.1"	"14"	"Cundinamarca"	"Bogotá D.C."
"250"	-74.25489807	4.16069984	121115	FALSE	"1"	"568"	"568.1"	"14"	"Cundinamarca"	"Bogotá D.C."
"251"	-74.25260162	4.17220116	121116	FALSE	"1"	"568"	"568.1"	"14"	"Cundinamarca"	"Bogotá D.C."
"252"	-74.25564575	4.17248821	121117	FALSE	"1"	"568"	"568.1"	"14"	"Cundinamarca"	"Bogotá D.C."
